,tconst,year,genres,averagerating,numvotes,title,studio,foreign_gross,release_date,budgets,world_gross,domestic_gross,rating,director,writer,theater_date
0,tt0337692,2012.0,"Adventure,Drama,Romance",6.1,37886.0,On the Road,IFC,8000000.0,"Mar 22, 2013",25000000.0,9313302.0,1464828.0,,,,
1,tt0359950,2013.0,"Adventure,Comedy,Drama",7.3,275300.0,The Secret Life of Walter Mitty,Fox,129900000.0,"Dec 25, 2013",91000000.0,187861183.0,116436838.0,,,,
2,tt0365907,2014.0,"Action,Crime,Drama",6.5,105116.0,A Walk Among the Tombstones,Uni.,26900000.0,"Sep 19, 2014",28000000.0,62108587.0,52317685.0,,,,
3,tt0369610,2015.0,"Action,Adventure,Sci-Fi",7.0,539338.0,Jurassic World,Uni.,1019.4,"Jun 12, 2015",215000000.0,1648854864.0,1304570625.0,,,,
4,tt0376136,2011.0,"Comedy,Drama",6.2,94787.0,The Rum Diary,FD,10800000.0,"Oct 28, 2011",45000000.0,21544732.0,26209815.0,,,,
5,tt0383010,2012.0,"Comedy,Family",5.1,28570.0,The Three Stooges,Fox,10500000.0,"Apr 13, 2012",30000000.0,54052249.0,88638224.0,,,,
6,tt0398286,2010.0,"Adventure,Animation,Comedy",7.8,366366.0,Tangled,BV,391000000.0,"Nov 24, 2010",260000000.0,586477240.0,401621936.0,,,,
7,tt0401729,2012.0,"Action,Adventure,Sci-Fi",6.6,241792.0,John Carter,BV,211100000.0,"Mar 9, 2012",275000000.0,282778100.0,146158679.0,,,,
8,tt0427152,2010.0,Comedy,5.9,91546.0,Dinner for Schmucks,P/DW,13800000.0,"Jul 30, 2010",69000000.0,86796502.0,146026337.0,,,,
9,tt0429493,2010.0,"Action,Adventure,Thriller",6.8,235256.0,The A-Team,Fox,100000000.0,"Jun 11, 2010",110000000.0,177241171.0,154422099.0,,,,
10,tt0431021,2012.0,"Horror,Mystery,Thriller",5.9,53649.0,The Possession,LGF,36300000.0,"Aug 31, 2012",14000000.0,82925064.0,98230588.0,,,,
11,tt0433035,2011.0,"Action,Drama,Family",7.1,283534.0,Real Steel,BV,213800000.0,"Oct 7, 2011",110000000.0,263880341.0,170963309.0,,,,
12,tt0435651,2014.0,"Drama,Romance,Sci-Fi",6.5,104999.0,The Giver,Wein.,21900000.0,"Aug 15, 2014",25000000.0,66540205.0,90190374.0,,,,
13,tt0435761,2010.0,"Adventure,Animation,Comedy",8.3,682218.0,Toy Story 3,BV,652000000.0,"Jun 18, 2010",200000000.0,1068879522.0,830004880.0,,,,
14,tt0443272,2012.0,"Biography,Drama,History",7.4,228701.0,Lincoln,BV,93100000.0,"Nov 9, 2012",65000000.0,273346281.0,364407973.0,,,,
15,tt0448694,2011.0,"Action,Adventure,Animation",6.6,133355.0,Puss in Boots,P/DW,405700000.0,"Oct 28, 2011",130000000.0,554987477.0,298560504.0,,,,
16,tt0451279,2017.0,"Action,Adventure,Fantasy",7.5,487527.0,Wonder Woman,WB,409300000.0,"Jun 2, 2017",150000000.0,821133378.0,825163408.0,,,,
17,tt0454876,2012.0,"Adventure,Drama,Fantasy",7.9,535836.0,Life of Pi,Fox,484000000.0,"Nov 21, 2012",120000000.0,620912003.0,249987022.0,,,,
18,tt0455407,2010.0,"Horror,Thriller",6.5,104465.0,The Crazies,Over.,15700000.0,"Feb 26, 2010",19000000.0,56445534.0,78223589.0,,,,
19,tt0455944,2014.0,"Action,Crime,Thriller",7.2,302302.0,The Equalizer,Sony,90800000.0,"Sep 26, 2014",55000000.0,192903624.0,203030738.0,,,,
20,tt0458339,2011.0,"Action,Adventure,Sci-Fi",6.9,668137.0,Captain America: The First Avenger,Par.,193900000.0,"Jul 22, 2011",140000000.0,370569776.0,353354505.0,,,,
21,tt0464154,2010.0,"Comedy,Horror",5.4,81327.0,Piranha 3D,W/Dim.,58200000.0,"Aug 20, 2010",24000000.0,83660160.0,50003155.0,,,,
22,tt0471042,2011.0,"Action,Comedy,Crime",6.2,125102.0,Tower Heist,Uni.,74900000.0,"Nov 4, 2011",85000000.0,150422946.0,156046570.0,,,,
23,tt0472181,2011.0,"Adventure,Animation,Comedy",5.5,77577.0,The Smurfs,Sony,421100000.0,"Jul 29, 2011",110000000.0,563749323.0,285214158.0,,,,
24,tt0472399,2011.0,"Action,Crime,Thriller",6.6,141254.0,The Mechanic,CBS,47000000.0,"Jan 28, 2011",42500000.0,76347393.0,58221498.0,,,,
25,tt0475290,2016.0,"Comedy,Drama,Music",6.3,111422.0,"Hail, Caesar!",Uni.,33100000.0,"Feb 5, 2016",22000000.0,64160680.0,60580225.0,,,,
26,tt0477080,2010.0,"Action,Thriller",6.8,173019.0,Unstoppable,Fox,86200000.0,"Nov 12, 2010",95000000.0,165720921.0,163162942.0,,,,
27,tt0478304,2011.0,"Drama,Fantasy",6.8,156266.0,The Tree of Life,FoxS,41000000.0,"May 27, 2011",35000000.0,61721826.0,26605665.0,,,,
28,tt0478970,2015.0,"Action,Adventure,Comedy",7.3,501213.0,Ant-Man,BV,339100000.0,"Jul 17, 2015",130000000.0,518858449.0,360402163.0,,,,
29,tt0479997,2011.0,"Action,Adventure,Fantasy",5.4,85777.0,Season of the Witch,Rela.,66800000.0,"Jan 7, 2011",40000000.0,91126600.0,49627228.0,,,,
30,tt0480255,2010.0,"Action,Adventure,Crime",6.4,83876.0,The Losers,WB,5800000.0,"Apr 23, 2010",25000000.0,29863840.0,47191432.0,,,,
31,tt0480687,2011.0,"Comedy,Romance",5.9,113775.0,Hall Pass,WB (NL),38100000.0,"Feb 25, 2011",68000000.0,87173475.0,90160734.0,,,,
32,tt0481499,2013.0,"Action,Adventure,Animation",7.2,176699.0,The Croods,Fox,400000000.0,"Mar 22, 2013",135000000.0,573068425.0,374368425.0,,,,
33,tt0485985,2012.0,"Action,Adventure,Drama",5.9,31815.0,Red Tails,Fox,489000.0,"Jan 20, 2012",58000000.0,50365498.0,99776377.0,,,,
34,tt0491152,2011.0,"Comedy,Drama,Romance",5.9,54314.0,Something Borrowed,WB,21100000.0,"May 6, 2011",35000000.0,65084116.0,78046489.0,,,,
35,tt0491203,2017.0,"Drama,History,Romance",6.2,15037.0,Tulip Fever,Wein.,5900000.0,"Sep 1, 2017",25000000.0,6792768.0,4955635.0,,,,
36,tt0492389,2010.0,"Comedy,Family",3.8,14700.0,Furry Vengeance,Sum.,18600000.0,"Apr 30, 2010",35000000.0,39340177.0,35230465.0,,,,
37,tt0493949,2010.0,"Adventure,Comedy,Family",6.6,16086.0,Ramona and Beezus,Fox,1100000.0,"Jul 23, 2010",15000000.0,27469621.0,52367002.0,,,,
38,tt0498381,2017.0,"Drama,Horror,Mystery",4.5,34151.0,Rings,Par.,55300000.0,"Feb 3, 2017",25000000.0,82917283.0,55593018.0,,,,
39,tt0763831,2012.0,"Comedy,Drama",5.9,36387.0,A Thousand Words,P/DW,3600000.0,"Mar 9, 2012",40000000.0,20790486.0,36950127.0,,,,
40,tt0770703,2011.0,"Comedy,Romance",6.1,67922.0,What's Your Number?,Fox,16399999.0,"Sep 30, 2011",20000000.0,30163785.0,28011084.0,,,,
41,tt0770828,2013.0,"Action,Adventure,Sci-Fi",7.1,647288.0,Man of Steel,WB,377000000.0,"Jun 14, 2013",225000000.0,667999518.0,582045518.0,,,,
42,tt0780653,2010.0,"Drama,Fantasy,Horror",5.8,97873.0,The Wolfman,Uni.,77800000.0,"Feb 12, 2010",150000000.0,142634358.0,124189884.0,,,,
43,tt0787474,2014.0,"Adventure,Animation,Comedy",6.8,50763.0,The Boxtrolls,Focus,58400000.0,"Sep 26, 2014",60000000.0,111946251.0,101637305.0,,,,
44,tt0790628,2013.0,"Adventure,Comedy,Fantasy",5.9,67549.0,The Incredible Burt Wonderstone,WB (NL),4900000.0,"Mar 15, 2013",32000000.0,27392609.0,45037881.0,,,,
45,tt0790636,2013.0,"Biography,Drama",8.0,402462.0,Dallas Buyers Club,Focus,27900000.0,"Nov 1, 2013",5000000.0,60611845.0,54598285.0,,,,
46,tt0790724,2012.0,"Action,Crime,Thriller",7.0,284547.0,Jack Reacher,Par.,138300000.0,"Dec 21, 2012",60000000.0,217370736.0,160170736.0,,,,
47,tt0790736,2013.0,"Action,Adventure,Comedy",5.6,109078.0,R.I.P.D.,Uni.,44700000.0,"Jul 19, 2013",130000000.0,79076678.0,67218855.0,,,,
48,tt0800369,2011.0,"Action,Adventure,Fantasy",7.0,683264.0,Thor,Par.,268300000.0,"May 6, 2011",150000000.0,449326618.0,362030624.0,,,,
49,tt0803096,2016.0,"Action,Adventure,Fantasy",6.9,225557.0,Warcraft,Uni.,386300000.0,"Jun 10, 2016",160000000.0,425522281.0,94625655.0,,,,
50,tt0804497,2010.0,"Comedy,Drama,Romance",7.1,125583.0,It's Kind of a Funny Story,Focus,128000.0,"Oct 8, 2010",8000000.0,6632950.0,12763628.0,,,,
51,tt0808510,2010.0,"Comedy,Family,Fantasy",5.0,37939.0,Tooth Fairy,Fox,52400000.0,"Jan 22, 2010",48000000.0,112610386.0,120022256.0,,,,
52,tt0810913,2011.0,Comedy,3.3,71361.0,Jack and Jill,Sony,75500000.0,"Nov 11, 2011",79000000.0,150519217.0,148358157.0,,,,
53,tt0815236,2010.0,"Comedy,Romance",6.4,117245.0,She's Out of My League,Par.,17800000.0,"Mar 12, 2010",20000000.0,48680977.0,64010860.0,,,,
54,tt0816442,2013.0,"Drama,War",7.6,119023.0,The Book Thief,Fox,55100000.0,"Nov 8, 2013",19000000.0,76086711.0,42988481.0,,,,
55,tt0816692,2014.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,Interstellar,Par.,489400000.0,"Nov 5, 2014",165000000.0,666379375.0,376017894.0,,,,
56,tt0816711,2013.0,"Action,Adventure,Horror",7.0,553751.0,World War Z,Par.,337600000.0,"Jun 21, 2013",190000000.0,531514650.0,404759711.0,,,,
57,tt0817230,2010.0,"Comedy,Romance",5.7,107171.0,Valentine's Day,WB (NL),106000000.0,"Feb 12, 2010",52000000.0,217569328.0,220985654.0,,,,
58,tt0822847,2011.0,"Action,Adventure,Fantasy",5.7,108320.0,Priest,SGem,49200000.0,"May 13, 2011",60000000.0,84154026.0,58236626.0,,,,
59,tt0829150,2014.0,"Action,Drama,Fantasy",6.3,164829.0,Dracula Untold,Uni.,160800000.0,"Oct 10, 2014",70000000.0,220241723.0,112291880.0,,,,
60,tt0837562,2012.0,"Animation,Comedy,Family",7.1,204571.0,Hotel Transylvania,Sony,210100000.0,"Sep 28, 2012",85000000.0,378505812.0,296613048.0,,,,
61,tt0840361,2010.0,"Crime,Drama,Thriller",7.6,322524.0,The Town,WB,61800000.0,"Sep 17, 2010",37000000.0,152566881.0,184386262.0,,,,
62,tt0842926,2010.0,"Comedy,Drama,Romance",7.0,120656.0,The Kids Are All Right,Focus,13900000.0,"Jul 9, 2010",4000000.0,36275469.0,41611365.0,,,,
63,tt0848537,2013.0,"Adventure,Animation,Family",6.7,95318.0,Epic,Fox,160900000.0,"May 24, 2013",100000000.0,262794441.0,215018682.0,,,,
64,tt0864835,2014.0,"Adventure,Animation,Comedy",6.8,57277.0,Mr. Peabody & Sherman,Fox,164200000.0,"Mar 7, 2014",145000000.0,269806430.0,223006430.0,,,,
65,tt0872230,2010.0,"Horror,Mystery,Thriller",4.8,18381.0,My Soul to Take,Uni.,6200000.0,"Oct 8, 2010",25000000.0,16727470.0,29444435.0,,,,
66,tt0878835,2010.0,"Comedy,Drama",6.6,10652.0,Please Give,SPC,280000.0,"Apr 30, 2010",3000000.0,4570178.0,8033574.0,,,,
67,tt0879870,2010.0,"Drama,Romance",5.8,77709.0,Eat Pray Love,Sony,124000000.0,"Aug 13, 2010",60000000.0,206598789.0,161174010.0,,,,
68,tt0881320,2011.0,"Adventure,Drama,Thriller",5.9,51318.0,Sanctum,Uni.,85400000.0,"Feb 4, 2011",30000000.0,108957098.0,46409310.0,,,,
69,tt0884732,2015.0,Comedy,6.7,66893.0,The Wedding Ringer,SGem,15300000.0,"Jan 16, 2015",23000000.0,80171596.0,128960211.0,,,,
70,tt0889573,2010.0,"Comedy,Drama,Romance",6.1,90661.0,The Switch,Mira.,22100000.0,"Aug 20, 2010",19000000.0,49858465.0,55558465.0,,,,
71,tt0892318,2010.0,"Adventure,Comedy,Drama",6.6,86137.0,Letters to Juliet,Sum.,26100000.0,"May 14, 2010",30000000.0,82148538.0,106032453.0,,,,
72,tt0892769,2010.0,"Action,Adventure,Animation",8.1,611299.0,How to Train Your Dragon,P/DW,277300000.0,"Mar 26, 2010",165000000.0,494870992.0,435181232.0,,,,
73,tt0892791,2010.0,"Adventure,Animation,Comedy",6.3,167532.0,Shrek Forever After,P/DW,513900000.0,"May 21, 2010",165000000.0,756244673.0,477436787.0,,,,
74,tt0903624,2012.0,"Adventure,Family,Fantasy",7.9,719629.0,The Hobbit: An Unexpected Journey,WB (NL),718100000.0,"Dec 14, 2012",250000000.0,1017003568.0,606003568.0,,,,
75,tt0918940,2016.0,"Action,Adventure,Drama",6.3,150154.0,The Legend of Tarzan,WB,230100000.0,"Jul 1, 2016",180000000.0,348902025.0,253243061.0,,,,
76,tt0935075,2010.0,Drama,7.0,45357.0,Rabbit Hole,LGF,2900000.0,"Dec 17, 2010",5000000.0,6205034.0,4429058.0,,,,
77,tt0938283,2010.0,"Action,Adventure,Family",4.1,137734.0,The Last Airbender,Par.,187900000.0,"Jul 1, 2010",150000000.0,319713881.0,263572187.0,,,,
78,tt0944835,2010.0,"Action,Mystery,Thriller",6.4,277204.0,Salt,Sony,175200000.0,"Jul 23, 2010",130000000.0,290650494.0,236611368.0,,,,
79,tt0945513,2011.0,"Action,Drama,Sci-Fi",7.5,452036.0,Source Code,Sum.,92600000.0,"Apr 1, 2011",32000000.0,140428499.0,109412227.0,,,,
80,tt0947798,2010.0,"Drama,Thriller",8.0,648854.0,Black Swan,FoxS,222400000.0,"Dec 3, 2010",13000000.0,331266710.0,213954678.0,,,,
81,tt0947810,2010.0,"Action,Drama,Thriller",6.8,122132.0,Green Zone,Uni.,59800000.0,"Mar 12, 2010",100000000.0,97523020.0,70597337.0,,,,
82,tt0948470,2012.0,"Action,Adventure,Sci-Fi",7.0,525632.0,The Amazing Spider-Man,Sony,495900000.0,"Jul 3, 2012",220000000.0,757890267.0,524030663.0,,,,
83,tt0954947,2010.0,"Crime,Drama,Horror",6.1,31727.0,The Killer Inside Me,IFC,3800000.0,"Jun 18, 2010",13000000.0,3617277.0,434277.0,,,,
84,tt0955308,2010.0,"Action,Adventure,Drama",6.6,239480.0,Robin Hood,Uni.,216400000.0,"May 14, 2010",210000000.0,322459006.0,210787148.0,,,,
85,tt0955308,2010.0,"Action,Adventure,Drama",6.6,239480.0,Robin Hood,Uni.,216400000.0,"Nov 21, 2018",99000000.0,84747441.0,136124628.0,,,,
86,tt0963966,2010.0,"Action,Adventure,Family",6.1,143862.0,The Sorcerer's Apprentice,BV,152100000.0,"Jul 14, 2010",160000000.0,217986320.0,126350991.0,,,,
87,tt0964517,2010.0,"Biography,Drama,Sport",7.8,316539.0,The Fighter,Par.,35600000.0,"Dec 10, 2010",11000000.0,129262388.0,187217009.0,,,,
88,tt0970179,2011.0,"Adventure,Drama,Family",7.5,284869.0,Hugo,Par.,111900000.0,"Nov 23, 2011",180000000.0,180047784.0,147764507.0,,,,
89,tt0970866,2010.0,"Comedy,Romance",5.5,99222.0,Little Fockers,Uni.,162200000.0,"Dec 22, 2010",100000000.0,310650574.0,296838600.0,,,,
90,tt0974015,2017.0,"Action,Adventure,Fantasy",6.5,329135.0,Justice League,WB,428900000.0,"Nov 17, 2017",300000000.0,655945209.0,458024295.0,,,,
91,tt0978764,2011.0,"Action,Adventure,Fantasy",6.1,218371.0,Sucker Punch,WB,53400000.0,"Mar 25, 2011",75000000.0,89758389.0,72792502.0,,,,
92,tt0980970,2010.0,"Adventure,Family,Fantasy",6.3,129663.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,311300000.0,"Dec 10, 2010",155000000.0,418186950.0,208786950.0,,,,
93,tt0983193,2011.0,"Action,Adventure,Animation",7.3,202430.0,The Adventures of Tintin,Par.,296400000.0,"Dec 21, 2011",130000000.0,373993951.0,155191831.0,,,,
94,tt0985694,2010.0,"Action,Crime,Thriller",6.6,182320.0,Machete,Fox,17500000.0,"Sep 3, 2010",12500000.0,46370970.0,53193646.0,,,,
95,tt0989757,2010.0,"Drama,Romance,War",6.3,128657.0,Dear John,SGem,35000000.0,"Feb 5, 2010",25000000.0,142033509.0,160014842.0,,,,
96,tt0990407,2011.0,"Action,Comedy,Crime",5.8,148622.0,The Green Hornet,Sony,129000000.0,"Jan 14, 2011",110000000.0,229155503.0,197580042.0,,,,
97,tt0993842,2011.0,"Action,Drama,Thriller",6.8,179178.0,Hanna,Focus,23500000.0,"Apr 8, 2011",30000000.0,65343694.0,80559119.0,,,,
98,tt0993846,2013.0,"Biography,Crime,Drama",8.2,1035358.0,The Wolf of Wall Street,Par.,275100000.0,"Dec 25, 2013",100000000.0,389870414.0,233800694.0,,,,
99,tt1001526,2010.0,"Action,Animation,Comedy",7.3,207488.0,Megamind,P/DW,173500000.0,"Nov 5, 2010",130000000.0,321887208.0,296815853.0,,,,
100,tt1007029,2011.0,"Biography,Drama",6.4,96066.0,The Iron Lady,Wein.,84900000.0,"Jan 13, 2012",14000000.0,115592104.0,59959436.0,,,,
101,tt1014763,2015.0,"Crime,Drama,History",6.5,59477.0,Child 44,LG/S,11700000.0,"Apr 17, 2015",50000000.0,8004221.0,2424330.0,,,,
102,tt1017451,2010.0,"Biography,Drama,Music",6.6,43792.0,The Runaways,App.,1100000.0,"Mar 19, 2010",9500000.0,5278632.0,7173673.0,,,,
103,tt1020072,2014.0,"Biography,Drama,History",7.5,77633.0,Selma,Par.,14700000.0,"Jan 9, 2015",20000000.0,66776576.0,104176908.0,,,,
104,tt1020558,2010.0,"Action,Adventure,Drama",6.4,74085.0,Centurion,Magn.,6700000.0,"Aug 27, 2010",15000000.0,7885048.0,247570.0,,,,
105,tt1024648,2012.0,"Biography,Drama,Thriller",7.7,534683.0,Argo,WB,96300000.0,"Oct 12, 2012",44500000.0,227140757.0,272025503.0,,,,
106,tt1028576,2010.0,"Biography,Drama,Family",7.2,24536.0,Secretariat,BV,537000.0,"Oct 8, 2010",35000000.0,60376247.0,119399513.0,,,,
107,tt1032751,2010.0,"Action,Fantasy,Western",6.3,24271.0,The Warrior's Way,Rela.,5400000.0,"Dec 3, 2010",42000000.0,8514325.0,11366340.0,,,,
108,tt1033575,2011.0,"Comedy,Drama",7.3,223464.0,The Descendants,FoxS,94700000.0,"Nov 16, 2011",20000000.0,175507800.0,165224961.0,,,,
109,tt1034389,2011.0,"Action,Adventure,Drama",6.2,61475.0,The Eagle,Focus,7600000.0,"Feb 11, 2011",25000000.0,38993548.0,38990041.0,,,,
110,tt1034415,2018.0,"Fantasy,Horror,Mystery",6.8,37360.0,Suspiria,Amazon,5400000.0,"Oct 26, 2018",20000000.0,7034615.0,4983472.0,,,,
111,tt1037705,2010.0,"Action,Adventure,Drama",6.9,271307.0,The Book of Eli,WB,62300000.0,"Jan 15, 2010",80000000.0,158750817.0,189635059.0,,,,
112,tt1038919,2010.0,"Action,Comedy,Romance",5.6,112444.0,The Bounty Hunter,Sony,69300000.0,"Mar 19, 2010",45000000.0,135808837.0,134161227.0,,,,
113,tt1041804,2010.0,"Action,Family,Fantasy",4.3,3119.0,The Nutcracker in 3D,Free,16000000.0,"Nov 24, 2010",90000000.0,20466016.0,390459.0,,,,
114,tt1043726,2014.0,"Action,Adventure,Fantasy",4.2,50352.0,The Legend of Hercules,LG/S,42400000.0,"Jan 10, 2014",70000000.0,58953319.0,37648538.0,,,,
115,tt1045658,2012.0,"Comedy,Drama,Romance",7.7,621018.0,Silver Linings Playbook,Wein.,104300000.0,"Nov 16, 2012",21000000.0,236412453.0,264192958.0,,,,
116,tt1047540,2012.0,"Comedy,Family",6.1,23711.0,Parental Guidance,Fox,42500000.0,"Dec 25, 2012",25000000.0,120832383.0,154567296.0,,,,
117,tt1051904,2015.0,"Adventure,Comedy,Family",6.3,72858.0,Goosebumps,Sony,70100000.0,"Oct 16, 2015",58000000.0,158905324.0,160169458.0,,,,
118,tt1053424,2010.0,"Action,Crime,Sci-Fi",6.3,96144.0,Repo Men,Uni.,4600000.0,"Mar 19, 2010",32000000.0,18195238.0,27742007.0,,,,
119,tt1053810,2011.0,Comedy,6.2,39522.0,The Big Year,Fox,244000.0,"Oct 14, 2011",41000000.0,7684524.0,14404138.0,,,,
120,tt1055292,2010.0,"Comedy,Drama,Romance",6.6,113077.0,Life as We Know It,WB,52300000.0,"Oct 8, 2010",38000000.0,105887837.0,106774681.0,,,,
121,tt1065073,2014.0,Drama,7.9,315584.0,Boyhood,IFC,19100000.0,"Jul 11, 2014",4000000.0,57273049.0,50779975.0,,,,
122,tt1067583,2011.0,"Drama,Romance",6.9,105812.0,Water for Elephants,Fox,58400000.0,"Apr 22, 2011",38000000.0,116809717.0,117409717.0,,,,
123,tt1067774,2011.0,"Adventure,Comedy,Family",5.8,38731.0,Monte Carlo,Fox,16500000.0,"Jul 1, 2011",20000000.0,39686769.0,46386769.0,,,,
124,tt1074638,2012.0,"Action,Adventure,Thriller",7.8,592221.0,Skyfall,Sony,804200000.0,"Nov 8, 2012",200000000.0,1110526981.0,608760277.0,,,,
125,tt1075747,2010.0,"Action,Drama,Fantasy",4.7,51860.0,Jonah Hex,WB,356000.0,"Jun 18, 2010",47000000.0,11022696.0,21047117.0,,,,
126,tt1077368,2012.0,"Comedy,Fantasy,Horror",6.2,229818.0,Dark Shadows,WB,165800000.0,"May 11, 2012",150000000.0,238202668.0,159427149.0,,,,
127,tt1086772,2014.0,"Comedy,Romance",6.5,106491.0,Blended,WB,81700000.0,"May 23, 2014",45000000.0,127990741.0,92590741.0,,,,
128,tt1091191,2013.0,"Action,Biography,Drama",7.5,246641.0,Lone Survivor,Uni.,29700000.0,"Dec 25, 2013",40000000.0,149804632.0,250195601.0,,,,
129,tt1092026,2011.0,"Adventure,Comedy,Sci-Fi",7.0,220567.0,Paul,Uni.,60600000.0,"Mar 18, 2011",40000000.0,101162106.0,74812945.0,,,,
130,tt1093357,2011.0,"Action,Adventure,Horror",4.9,55071.0,The Darkest Hour,Sum.,43200000.0,"Dec 25, 2011",34800000.0,62831715.0,42843494.0,,,,
131,tt1103153,2010.0,"Action,Comedy,Romance",5.4,82237.0,Killers,LGF,51100000.0,"Jun 4, 2010",75000000.0,95572749.0,94159963.0,,,,
132,tt1120985,2010.0,"Drama,Romance",7.4,170089.0,Blue Valentine,Wein.,2600000.0,"Dec 29, 2010",1000000.0,16566240.0,19437892.0,,,,
133,tt1124035,2011.0,"Drama,Thriller",7.1,207417.0,The Ides of March,Sony,35000000.0,"Oct 7, 2011",23000000.0,77735925.0,81962534.0,,,,
134,tt1124037,2016.0,"Action,Biography,Drama",6.9,45135.0,Free State of Jones,STX,4200000.0,"Jun 24, 2016",50000000.0,23237252.0,41610036.0,,,,
135,tt1126590,2014.0,"Biography,Crime,Drama",7.0,77447.0,Big Eyes,Wein.,14800000.0,"Dec 25, 2014",10000000.0,27317872.0,28982031.0,,,,
136,tt1126591,2010.0,"Drama,Music,Musical",6.4,71021.0,Burlesque,SGem,50100000.0,"Nov 24, 2010",55000000.0,90552675.0,78840655.0,,,,
137,tt1126618,2010.0,"Comedy,Drama,Romance",6.5,67367.0,Morning Glory,Par.,29000000.0,"Nov 10, 2010",40000000.0,59795070.0,62011732.0,,,,
138,tt1130884,2010.0,"Mystery,Thriller",8.1,1005960.0,Shutter Island,Par.,166800000.0,"Feb 19, 2010",80000000.0,299461782.0,256012934.0,,,,
139,tt1133985,2011.0,"Action,Adventure,Sci-Fi",5.5,252281.0,Green Lantern,WB,103300000.0,"Jun 17, 2011",200000000.0,219535492.0,233201172.0,,,,
140,tt1135084,2010.0,"Action,Crime,Thriller",6.2,53377.0,Takers,SGem,11300000.0,"Aug 27, 2010",32000000.0,70587268.0,115444720.0,,,,
141,tt1139328,2010.0,"Drama,Mystery,Thriller",7.2,148274.0,The Ghost Writer,Sum.,44700000.0,"Feb 19, 2010",45000000.0,65532491.0,31041549.0,,,,
142,tt1142977,2012.0,"Animation,Comedy,Family",7.0,89489.0,Frankenweenie,BV,46200000.0,"Oct 5, 2012",39000000.0,81150788.0,70587788.0,,,,
143,tt1152398,2011.0,"Drama,Fantasy,Romance",5.6,72599.0,Beastly,CBS,15300000.0,"Mar 4, 2011",17000000.0,38028230.0,55765571.0,,,,
144,tt1152822,2010.0,Documentary,6.4,6466.0,Freakonomics,Magn.,16400.0,"Oct 1, 2010",2900000.0,172867.0,202270.0,,,,
145,tt1155076,2010.0,"Action,Drama,Family",6.2,146401.0,The Karate Kid,Sony,182500000.0,"Jun 11, 2010",40000000.0,351774938.0,353191618.0,,,,
146,tt1155076,2010.0,"Action,Drama,Family",6.2,146401.0,The Karate Kid,Sony,182500000.0,"Jun 22, 1984",8000000.0,90815558.0,267415558.0,,,,
147,tt1161864,2011.0,"Drama,Horror,Mystery",6.0,85604.0,The Rite,WB (NL),63000000.0,"Jan 28, 2011",37000000.0,97143987.0,66047633.0,,,,
148,tt1170358,2013.0,"Adventure,Fantasy",7.8,565563.0,The Hobbit: The Desolation of Smaug,WB (NL),700000000.0,"Dec 13, 2013",250000000.0,960366855.0,516766854.0,,,,
149,tt1171222,2013.0,Comedy,5.1,8296.0,Baggage Claim,FoxS,887000.0,"Sep 27, 2013",8500000.0,22885836.0,43169509.0,,,,
150,tt1175709,2010.0,"Crime,Drama,Mystery",6.3,49684.0,All Good Things,Magn.,62500.0,"Dec 3, 2010",20000000.0,873617.0,1164024.0,,,,
151,tt1178665,2015.0,"Adventure,Biography,Comedy",6.3,22033.0,A Walk in the Woods,BG,8000000.0,"Sep 2, 2015",8000000.0,37119358.0,58999394.0,,,,
152,tt1179933,2016.0,"Drama,Horror,Mystery",7.2,260383.0,10 Cloverfield Lane,Par.,38100000.0,"Mar 11, 2016",5000000.0,108286422.0,144182999.0,,,,
153,tt1182350,2010.0,"Comedy,Drama,Romance",6.3,41608.0,You Will Meet a Tall Dark Stranger,SPC,31000000.0,"Sep 22, 2010",15000000.0,34247816.0,6447816.0,,,,
154,tt1183923,2010.0,Drama,7.0,22210.0,Welcome to the Rileys,Gold.,158000.0,"Oct 29, 2010",10000000.0,355919.0,311857.0,,,,
155,tt1189340,2011.0,"Crime,Drama,Thriller",7.3,196109.0,The Lincoln Lawyer,LGF,17000000.0,"Mar 18, 2011",40000000.0,87145086.0,116009200.0,,,,
156,tt1192628,2011.0,"Adventure,Animation,Comedy",7.2,215761.0,Rango,Par.,122200000.0,"Mar 4, 2011",135000000.0,245724600.0,246977607.0,,,,
157,tt1194173,2012.0,"Action,Adventure,Thriller",6.7,268678.0,The Bourne Legacy,Uni.,162900000.0,"Aug 10, 2012",125000000.0,280355920.0,226403870.0,,,,
158,tt1194417,2010.0,"Biography,Comedy,Crime",6.2,16191.0,Casino Jack,ATO,40700.0,"Dec 17, 2010",12500000.0,2272186.0,3039869.0,,,,
159,tt1195478,2012.0,"Comedy,Romance",6.2,88469.0,The Five-Year Engagement,Uni.,25100000.0,"Apr 27, 2012",30000000.0,61623819.0,57500285.0,,,,
160,tt1196141,2010.0,"Comedy,Drama,Family",6.2,38640.0,Diary of a Wimpy Kid,Fox,11700000.0,"Mar 19, 2010",15000000.0,76954311.0,128003625.0,,,,
161,tt1198101,2010.0,"Action,Drama,Romance",6.1,11353.0,Kites,Relbig.,1300000.0,"May 21, 2010",9200000.0,17155193.0,3285269.0,,,,
