,tconst,year,genres,averagerating,numvotes,title,studio,foreign_gross,release_date,budgets,world_gross,domestic_gross,rating,director,writer,theater_date
473,tt1702439,2013.0,"Drama,Romance,Thriller",6.7,97055.0,Safe Haven,Rela.,26200000.0,"Feb 14, 2013",28000000.0,94050951.0,142699120.0,,,,
474,tt1702443,2011.0,"Documentary,Music",1.6,74978.0,Justin Bieber: Never Say Never,Par.,26000000.0,"Feb 11, 2011",13000000.0,99034125.0,146013910.0,,,,
475,tt1703957,2016.0,"Biography,Drama",6.6,15611.0,Genius,RAtt.,4300000.0,"Jun 10, 2016",17000000.0,7265283.0,2761045.0,,,,
476,tt1710396,2012.0,"Comedy,Drama,Music",5.8,7575.0,Joyful Noise,WB,226000.0,"Jan 13, 2012",27500000.0,31157914.0,61832113.0,,,,
477,tt1711525,2016.0,Comedy,5.8,59253.0,Office Christmas Party,Par.,59700000.0,"Dec 9, 2016",45000000.0,91323299.0,109567494.0,,,,
478,tt1712170,2012.0,"Action,Crime,Mystery",5.1,30951.0,Alex Cross,LG/S,8700000.0,"Oct 19, 2012",35000000.0,35426759.0,51788412.0,,,,
479,tt1712261,2016.0,"Crime,Thriller",6.3,60369.0,Triple 9,ORF,10500000.0,"Feb 26, 2016",20000000.0,25943792.0,25239297.0,,,,
480,tt1719071,2011.0,"Comedy,Drama",6.0,3793.0,Another Happy Day,P4,347000.0,"Nov 18, 2011",4000000.0,978527.0,17620.0,,,,
481,tt1723121,2013.0,"Comedy,Crime",7.0,371759.0,We're the Millers,WB (NL),119600000.0,"Aug 7, 2013",37000000.0,267816276.0,300794119.0,,,,
482,tt1723811,2011.0,Drama,7.2,171353.0,Shame,FoxS,13800000.0,"Dec 2, 2011",6500000.0,20412841.0,7902293.0,,,,
483,tt1727776,2015.0,"Action,Comedy,Horror",6.3,40479.0,Scouts Guide to the Zombie Apocalypse,Par.,12400000.0,"Oct 30, 2015",15000000.0,15554855.0,7403046.0,,,,
484,tt1727824,2018.0,"Biography,Drama,Music",8.0,345466.0,Bohemian Rhapsody,Fox,687200000.0,"Nov 2, 2018",55000000.0,894985342.0,432703339.0,,,,
485,tt1731141,2013.0,"Action,Adventure,Fantasy",6.6,211722.0,Ender's Game,LG/S,63800000.0,"Nov 1, 2013",110000000.0,127983283.0,123437191.0,,,,
486,tt1735898,2012.0,"Action,Adventure,Drama",6.1,258938.0,Snow White and the Huntsman,Uni.,241300000.0,"Jun 1, 2012",170000000.0,401021746.0,310436755.0,,,,
487,tt1742044,2014.0,"Biography,Drama,Music",6.8,30410.0,Jersey Boys,WB,20600000.0,"Jun 20, 2014",40000000.0,65282732.0,94047013.0,,,,
488,tt1742650,2011.0,"Comedy,Romance",4.9,18552.0,I Don't Know How She Does It,Wein.,20900000.0,"Sep 16, 2011",24000000.0,24474463.0,19359074.0,,,,
489,tt1748122,2012.0,"Adventure,Comedy,Drama",7.8,291750.0,Moonrise Kingdom,Focus,22800000.0,"May 25, 2012",16000000.0,68848446.0,91012466.0,,,,
490,tt1758692,2011.0,"Drama,Romance",6.7,55841.0,Like Crazy,ParV,336000.0,"Oct 28, 2011",250000.0,3728400.0,6795391.0,,,,
491,tt1758810,2017.0,"Crime,Drama,Mystery",5.1,47890.0,The Snowman,Uni.,36400000.0,"Oct 20, 2017",35000000.0,43226146.0,13370765.0,,,,
492,tt1764183,2012.0,"Drama,Thriller",6.6,46774.0,Arbitrage,RAtt.,27600000.0,"Sep 14, 2012",12000000.0,35830713.0,15819574.0,,,,
493,tt1764234,2012.0,"Crime,Thriller",6.2,124086.0,Killing Them Softly,Wein.,22900000.0,"Nov 30, 2012",15000000.0,39238443.0,29945541.0,,,,
494,tt1764651,2012.0,"Action,Adventure,Thriller",6.6,277584.0,The Expendables 2,LGF,229900000.0,"Aug 17, 2012",100000000.0,311979256.0,170028192.0,,,,
495,tt1772240,2011.0,"Horror,Mystery,Sci-Fi",5.2,51427.0,Apollo 18,W/Dim.,7900000.0,"Sep 2, 2011",5000000.0,26517819.0,35386929.0,,,,
496,tt1772288,2015.0,"Biography,Comedy,Drama",7.0,27435.0,Danny Collins,BST,5200000.0,"Mar 20, 2015",10000000.0,8465845.0,11237066.0,,,,
497,tt1772341,2012.0,"Adventure,Animation,Comedy",7.7,344496.0,Wreck-It Ralph,BV,281800000.0,"Nov 2, 2012",165000000.0,496511521.0,378812677.0,,,,
498,tt1778304,2011.0,"Horror,Mystery,Thriller",5.8,85689.0,Paranormal Activity 3,Par.,103000000.0,"Oct 21, 2011",5000000.0,207039844.0,208028807.0,,,,
499,tt1781769,2012.0,"Drama,Romance",6.6,84668.0,Anna Karenina,Focus,56100000.0,"Nov 16, 2012",49000000.0,71004627.0,25616367.0,,,,
500,tt1781922,2015.0,"Action,Thriller",6.8,70222.0,No Escape,Wein.,27100000.0,"Aug 26, 2015",5000000.0,42844516.0,54588872.0,,,,
501,tt1790809,2017.0,"Action,Adventure,Fantasy",6.6,228592.0,Pirates of the Caribbean: Dead Men Tell No Tales,BV,622300000.0,"May 26, 2017",230000000.0,788241137.0,345158876.0,,,,
502,tt1790864,2014.0,"Action,Mystery,Sci-Fi",6.8,387038.0,The Maze Runner,Fox,245900000.0,"Sep 19, 2014",34000000.0,348319861.0,204827862.0,,,,
503,tt1790885,2012.0,"Drama,Thriller",7.4,251072.0,Zero Dark Thirty,Sony,37100000.0,"Dec 19, 2012",52500000.0,134612435.0,191420716.0,,,,
504,tt1790886,2012.0,Comedy,6.1,118678.0,The Campaign,WB,18000000.0,"Aug 10, 2012",95000000.0,104907746.0,173807746.0,,,,
505,tt1791528,2014.0,"Comedy,Crime,Drama",6.7,83346.0,Inherent Vice,WB,6600000.0,"Dec 12, 2014",20000000.0,14772346.0,16210975.0,,,,
506,tt1798684,2015.0,"Drama,Sport",7.4,199783.0,Southpaw,Wein.,39500000.0,"Jul 24, 2015",30000000.0,94156456.0,104821953.0,,,,
507,tt1800241,2013.0,"Crime,Drama",7.2,418221.0,American Hustle,Sony,101100000.0,"Dec 13, 2013",40000000.0,257878294.0,300217807.0,,,,
508,tt1800246,2014.0,"Comedy,Romance",6.2,92148.0,That Awkward Moment,Focus,14400000.0,"Jan 31, 2014",8000000.0,53068955.0,52168955.0,,,,
509,tt1800741,2012.0,"Drama,Music,Romance",6.5,51295.0,Step Up Revolution,LG/S,105400000.0,"Jul 27, 2012",33000000.0,165552290.0,70174677.0,,,,
510,tt1809398,2014.0,"Biography,Drama,Sport",7.2,129981.0,Unbroken,Uni.,47800000.0,"Dec 25, 2014",65000000.0,163527824.0,231237895.0,,,,
511,tt1815862,2013.0,"Action,Adventure,Drama",4.8,181687.0,After Earth,Sony,183300000.0,"May 31, 2013",130000000.0,251499665.0,121022097.0,,,,
512,tt1821549,2013.0,"Adventure,Comedy,Drama",7.7,105304.0,Nebraska,Par.,10000000.0,"Nov 15, 2013",12000000.0,24761360.0,35354912.0,,,,
513,tt1821658,2014.0,"Adventure,Animation,Comedy",5.7,24587.0,The Nut Job,ORF,56600000.0,"Jan 17, 2014",30000000.0,122529966.0,128551538.0,,,,
514,tt1823672,2015.0,"Action,Crime,Drama",6.8,213733.0,Chappie,Sony,70500000.0,"Mar 6, 2015",49000000.0,105002056.0,63169268.0,,,,
515,tt1825683,2018.0,"Action,Adventure,Sci-Fi",7.3,516148.0,Black Panther,BV,646900000.0,"Feb 16, 2018",200000000.0,1348258224.0,1400159566.0,,,,
516,tt1833673,2013.0,"Action,Thriller",5.4,40466.0,Dhoom 3,Yash,80000000.0,"Dec 20, 2013",24000000.0,11723620.0,16031955.0,,,,
517,tt1837703,2013.0,"Biography,Drama,Thriller",6.2,36392.0,The Fifth Estate,BV,5300000.0,"Oct 18, 2013",26000000.0,6154172.0,6554172.0,,,,
518,tt1840309,2014.0,"Action,Adventure,Mystery",6.7,399703.0,Divergent,LG/S,137900000.0,"Mar 21, 2014",85000000.0,276014965.0,301847895.0,,,,
519,tt1840417,2012.0,"Drama,Mystery,Romance",7.1,70308.0,The Words,CBS,1700000.0,"Sep 7, 2012",6000000.0,16369708.0,22994838.0,,,,
520,tt1843866,2014.0,"Action,Adventure,Sci-Fi",7.8,666252.0,Captain America: The Winter Soldier,BV,454500000.0,"Apr 4, 2014",170000000.0,714401889.0,519546958.0,,,,
521,tt1850457,2015.0,Comedy,6.0,58994.0,Sisters,Uni.,18000000.0,"Dec 18, 2015",30000000.0,106030660.0,174044645.0,,,,
522,tt1853728,2012.0,"Drama,Western",8.4,1211405.0,Django Unchained,Wein.,262600000.0,"Dec 25, 2012",100000000.0,449948323.0,325605434.0,,,,
523,tt1854564,2013.0,"Adventure,Family,Fantasy",5.8,102313.0,Percy Jackson: Sea of Monsters,Fox,131300000.0,"Aug 7, 2013",90000000.0,200859554.0,137159554.0,,,,
524,tt1855199,2012.0,"Action,Crime,Drama",7.6,211308.0,End of Watch,ORF,7100000.0,"Sep 21, 2012",15000000.0,57586606.0,82003371.0,,,,
525,tt1855325,2012.0,"Action,Horror,Sci-Fi",5.4,125191.0,Resident Evil: Retribution,SGem,197700000.0,"Sep 14, 2012",65000000.0,240647629.0,84645531.0,,,,
526,tt1856101,2017.0,"Drama,Mystery,Sci-Fi",8.0,376241.0,Blade Runner 2049,WB,167200000.0,"Oct 6, 2017",185000000.0,259357408.0,184154159.0,,,,
527,tt1859650,2012.0,"Comedy,Music,Romance",6.3,79381.0,To Rome with Love,SPC,56600000.0,"Jun 22, 2012",21500000.0,74326015.0,33384352.0,,,,
528,tt1860213,2016.0,Comedy,5.9,101393.0,Dirty Grandpa,LGF,58500000.0,"Jan 22, 2016",11500000.0,105078449.0,71193113.0,,,,
529,tt1860353,2013.0,"Adventure,Animation,Comedy",6.4,74639.0,Turbo,Fox,199500000.0,"Jul 17, 2013",135000000.0,286896578.0,166028130.0,,,,
530,tt1860357,2016.0,"Action,Drama,History",7.1,133303.0,Deepwater Horizon,LG/S,60400000.0,"Sep 30, 2016",156000000.0,122603824.0,122833527.0,,,,
531,tt1866249,2012.0,"Biography,Comedy,Drama",7.2,39731.0,The Sessions,FoxS,3100000.0,"Oct 19, 2012",1000000.0,11495204.0,12002451.0,,,,
532,tt1869716,2013.0,"Adventure,Drama,Thriller",6.8,46804.0,The East,FoxS,99700.0,"May 31, 2013",6500000.0,3027956.0,4574649.0,,,,
533,tt1872181,2014.0,"Action,Adventure,Sci-Fi",6.6,388363.0,The Amazing Spider-Man 2,Sony,506100000.0,"May 2, 2014",200000000.0,708996336.0,405753933.0,,,,
534,tt1872194,2014.0,"Crime,Drama",7.4,162952.0,The Judge,WB,37300000.0,"Oct 10, 2014",50000000.0,76119388.0,94219388.0,,,,
535,tt1877832,2014.0,"Action,Adventure,Sci-Fi",8.0,620079.0,X-Men: Days of Future Past,Fox,513900000.0,"May 23, 2014",200000000.0,747862775.0,467821534.0,,,,
536,tt1878870,2016.0,"Comedy,Drama",7.3,87602.0,The Edge of Seventeen,STX,4400000.0,"Nov 18, 2016",9000000.0,19096003.0,28831633.0,,,,
537,tt1895587,2015.0,"Crime,Drama",8.1,365110.0,Spotlight,ORF,53200000.0,"Nov 6, 2015",20000000.0,92088460.0,90155776.0,,,,
538,tt7785302,2015.0,Drama,8.0,12.0,Spotlight,ORF,53200000.0,"Nov 6, 2015",20000000.0,92088460.0,90155776.0,,,,
539,tt1904996,2013.0,"Action,Crime,Thriller",6.2,105529.0,Parker,FD,28600000.0,"Jan 25, 2013",35000000.0,48543388.0,35216641.0,,,,
540,tt1907668,2012.0,"Drama,Thriller",7.3,303009.0,Flight,Par.,68000000.0,"Nov 2, 2012",31000000.0,160558438.0,187572375.0,,,,
541,tt1911644,2013.0,"Crime,Drama,Horror",6.7,103780.0,The Call,TriS,16700000.0,"Mar 15, 2013",12800000.0,69821476.0,103772378.0,,,,
542,tt2926868,2013.0,Documentary,7.9,12.0,The Call,TriS,16700000.0,"Mar 15, 2013",12800000.0,69821476.0,103772378.0,,,,
543,tt1911658,2014.0,"Adventure,Animation,Comedy",6.7,72551.0,Penguins of Madagascar,Fox,289700000.0,"Nov 26, 2014",132000000.0,366942531.0,166750911.0,,,,
544,tt1915581,2012.0,"Comedy,Drama",6.1,123955.0,Magic Mike,WB,53500000.0,"Jun 29, 2012",7000000.0,170549753.0,227421571.0,,,,
545,tt1920849,2012.0,"Comedy,Romance",5.3,43131.0,Bachelorette,RTWC,11500000.0,"Sep 7, 2012",3000000.0,12577401.0,894770.0,,,,
546,tt1921064,2014.0,"Action,Adventure,Drama",5.5,100467.0,Pompeii,TriS,94600000.0,"Feb 21, 2014",80000000.0,108469033.0,46369033.0,,,,
547,tt1922777,2012.0,"Horror,Mystery,Thriller",6.8,198345.0,Sinister,LG/S,29600000.0,"Oct 12, 2012",3000000.0,87727807.0,96186903.0,,,,
548,tt1924429,2013.0,"Crime,Drama,Mystery",6.9,104951.0,Trance,FoxS,21900000.0,"Apr 5, 2013",16000000.0,22594052.0,4622593.0,,,,
549,tt1924429,2013.0,"Crime,Drama,Mystery",6.9,104951.0,Trance,FoxS,21900000.0,"Dec 31, 2012",950000.0,0.0,2300000.0,,,,
550,tt1931435,2013.0,"Comedy,Drama,Romance",5.6,44221.0,The Big Wedding,LGF,24700000.0,"Apr 26, 2013",32500000.0,48425971.0,43619348.0,,,,
551,tt1931533,2012.0,"Comedy,Crime",7.2,223493.0,Seven Psychopaths,CBS,4400000.0,"Oct 12, 2012",13500000.0,33035736.0,30024049.0,,,,
552,tt1951264,2013.0,"Action,Adventure,Sci-Fi",7.5,575455.0,The Hunger Games: Catching Fire,LGF,440300000.0,"Nov 22, 2013",130000000.0,864868047.0,849368047.0,,,,
553,tt1951265,2014.0,"Action,Adventure,Sci-Fi",6.6,379050.0,The Hunger Games: Mockingjay - Part 1,LGF,418200000.0,"Nov 21, 2014",125000000.0,766575131.0,674235885.0,,,,
554,tt1951266,2015.0,"Action,Adventure,Sci-Fi",6.6,252384.0,The Hunger Games: Mockingjay - Part 2,LGF,371700000.0,"Nov 20, 2015",160000000.0,648986787.0,563423902.0,,,,
555,tt1956620,2014.0,"Comedy,Romance",5.1,100520.0,Sex Tape,Sony,87500000.0,"Jul 18, 2014",40000000.0,126069509.0,77043473.0,,,,
556,tt1959490,2014.0,"Action,Adventure,Drama",5.8,229326.0,Noah,Par.,261399999.0,"Mar 28, 2014",130000000.0,352831065.0,202400044.0,,,,
557,tt1961175,2017.0,"Action,Thriller",6.2,57793.0,American Assassin,LGF,31000000.0,"Sep 15, 2017",63000000.0,68310140.0,72449674.0,,,,
558,tt1964418,2015.0,"Action,Adventure,Family",6.4,161343.0,Tomorrowland,BV,115700000.0,"May 22, 2015",170000000.0,206627518.0,186836322.0,,,,
559,tt1966359,2017.0,"Adventure,Comedy,Drama",5.5,14373.0,Father Figures,WB,8100000.0,"Dec 22, 2017",25000000.0,21038441.0,35001244.0,,,,
560,tt1972571,2014.0,"Crime,Drama,Thriller",6.8,67914.0,A Most Wanted Man,RAtt.,19000000.0,"Jul 25, 2014",15000000.0,36068890.0,34437855.0,,,,
561,tt1972591,2017.0,"Action,Adventure,Drama",6.8,169054.0,King Arthur: Legend of the Sword,WB,109500000.0,"May 12, 2017",175000000.0,139630336.0,78375066.0,,,,
562,tt1972779,2014.0,"Drama,Romance",6.7,59750.0,The Best of Me,Rela.,9200000.0,"Oct 17, 2014",26000000.0,41059418.0,53566213.0,,,,
563,tt1976009,2015.0,"Drama,Horror,Sci-Fi",6.0,47492.0,Victor Frankenstein,Fox,28500000.0,"Nov 25, 2015",40000000.0,31124367.0,11575076.0,,,,
564,tt1979388,2015.0,"Adventure,Animation,Comedy",6.7,91465.0,The Good Dinosaur,BV,209100000.0,"Nov 25, 2015",187500000.0,333771037.0,246187120.0,,,,
565,tt1981115,2013.0,"Action,Adventure,Fantasy",6.9,540996.0,Thor: The Dark World,BV,438200000.0,"Nov 8, 2013",150000000.0,644602516.0,412762140.0,,,,
566,tt1981128,2017.0,"Action,Sci-Fi,Thriller",5.3,78287.0,Geostorm,WB,187900000.0,"Oct 20, 2017",100000000.0,220796009.0,67400160.0,,,,
567,tt1981677,2012.0,"Comedy,Music,Romance",7.2,256565.0,Pitch Perfect,Uni.,50300000.0,"Sep 28, 2012",17000000.0,116044347.0,130001093.0,,,,
568,tt1985949,2016.0,"Action,Animation,Comedy",6.3,69624.0,The Angry Birds Movie,Sony,244800000.0,"May 20, 2016",73000000.0,352327887.0,215009366.0,,,,
569,tt1985966,2013.0,"Adventure,Animation,Comedy",6.4,81010.0,Cloudy with a Chance of Meatballs 2,Sony,154500000.0,"Sep 27, 2013",78000000.0,274392649.0,239593567.0,,,,
570,tt1991245,2012.0,"Horror,Mystery,Thriller",5.0,60304.0,Chernobyl Diaries,WB,19000000.0,"May 25, 2012",1000000.0,42411721.0,36219640.0,,,,
571,tt1999890,2018.0,Horror,5.5,8662.0,Hell Fest,LGF,7100000.0,"Sep 28, 2018",5500000.0,18119231.0,22207431.0,,,,
572,tt2002718,2013.0,"Action,Crime,Sci-Fi",5.6,69968.0,Machete Kills,ORF,7000000.0,"Oct 11, 2013",20000000.0,18273009.0,16008161.0,,,,
573,tt2004420,2014.0,Comedy,6.3,266020.0,Neighbors,Uni.,120500000.0,"May 9, 2014",18000000.0,270944428.0,300286800.0,,,,
574,tt2005151,2016.0,"Comedy,Crime,Drama",7.1,154029.0,War Dogs,WB,43200000.0,"Aug 19, 2016",50000000.0,86234503.0,86034523.0,,,,
575,tt2006295,2015.0,"Biography,Drama,History",6.9,32263.0,The 33,WB,12700000.0,"Nov 13, 2015",25000000.0,28400715.0,24427722.0,,,,
576,tt2015381,2014.0,"Action,Adventure,Comedy",8.1,948394.0,Guardians of the Galaxy,BV,440200000.0,"Aug 1, 2014",170000000.0,770867516.0,666372112.0,,,,
577,tt2017020,2013.0,"Adventure,Animation,Comedy",5.4,34229.0,The Smurfs 2,Sony,276500000.0,"Jul 31, 2013",110000000.0,348547523.0,142017784.0,,,,
578,tt2023453,2012.0,"Comedy,Family",6.3,19571.0,Diary of a Wimpy Kid: Dog Days,Fox,28100000.0,"Aug 3, 2012",22000000.0,77229695.0,98008662.0,,,,
579,tt2023587,2013.0,"Horror,Thriller",6.2,158487.0,Mama,Uni.,74800000.0,"Jan 18, 2013",15000000.0,148095566.0,143228180.0,,,,
580,tt2024432,2013.0,"Adventure,Comedy,Crime",5.7,115624.0,Identity Thief,Uni.,39500000.0,"Feb 8, 2013",35000000.0,175361578.0,269006920.0,,,,
581,tt2024469,2014.0,"Action,Mystery,Thriller",7.0,234717.0,Non-Stop,Uni.,130600000.0,"Feb 28, 2014",50000000.0,222383055.0,183942160.0,,,,
582,tt2024544,2013.0,"Biography,Drama,History",8.1,577301.0,12 Years a Slave,FoxS,131100000.0,"Oct 18, 2013",20000000.0,181025343.0,113371993.0,,,,
583,tt2025690,2016.0,"Action,Drama,History",6.8,55981.0,The Finest Hours,BV,24500000.0,"Jan 29, 2016",70000000.0,49252761.0,55169558.0,,,,
584,tt2039393,2014.0,"Crime,Drama,Thriller",6.0,59995.0,The Gambler,Par.,5600000.0,"Dec 10, 2014",25000000.0,38718031.0,67380992.0,,,,
585,tt2039393,2014.0,"Crime,Drama,Thriller",6.0,59995.0,The Gambler,Par.,5600000.0,"Aug 4, 1999",3000000.0,101773.0,33751773.0,,,,
586,tt2042568,2013.0,"Drama,Music",7.5,123759.0,Inside Llewyn Davis,CBS,19700000.0,"Dec 6, 2013",11000000.0,32943247.0,26448209.0,,,,
587,tt2080374,2015.0,"Biography,Drama",7.2,138668.0,Steve Jobs,Uni.,16700000.0,"Oct 9, 2015",30000000.0,35579007.0,35566658.0,,,,
588,tt2083355,2013.0,"Comedy,Drama",6.7,13967.0,The Best Man Holiday,Uni.,2300000.0,"Nov 15, 2013",17000000.0,72835710.0,141025195.0,,,,
589,tt2083383,2012.0,"Drama,Sport",6.8,56129.0,Trouble with the Curve,WB,13200000.0,"Sep 21, 2012",60000000.0,47818913.0,71563137.0,,,,
590,tt2084970,2014.0,"Biography,Drama,Thriller",8.0,620834.0,The Imitation Game,Wein.,142400000.0,"Nov 28, 2014",15000000.0,227740463.0,182225143.0,,,,
591,tt2091256,2017.0,"Action,Animation,Comedy",6.2,21903.0,Captain Underpants: The First Epic Movie,Fox,51600000.0,"Jun 2, 2017",38000000.0,126577874.0,147821000.0,,,,
592,tt2096672,2014.0,"Adventure,Comedy",5.6,118646.0,Dumb and Dumber To,Uni.,83600000.0,"Nov 14, 2014",40000000.0,156553592.0,172408010.0,,,,
593,tt2096673,2015.0,"Adventure,Animation,Comedy",8.2,536181.0,Inside Out,BV,501100000.0,"Jun 19, 2015",175000000.0,854235992.0,712961711.0,,,,
594,tt2097298,2015.0,"Biography,Drama,Sport",7.4,31735.0,"McFarland, USA",BV,1200000.0,"Feb 20, 2015",17000000.0,45707924.0,88980275.0,,,,
595,tt2101341,2013.0,"Action,Crime,Drama",6.5,61238.0,Dead Man Down,FD,7200000.0,"Mar 8, 2013",30000000.0,19599974.0,21795295.0,,,,
596,tt2103254,2014.0,"Comedy,Romance",4.9,44345.0,Tammy,WB (NL),16000000.0,"Jul 2, 2014",20000000.0,96407655.0,169025432.0,,,,
597,tt2103281,2014.0,"Action,Adventure,Drama",7.6,390199.0,Dawn of the Planet of the Apes,Fox,502100000.0,"Jul 11, 2014",170000000.0,710644566.0,417045589.0,,,,
598,tt2109184,2012.0,"Horror,Mystery,Thriller",4.6,58408.0,Paranormal Activity 4,Par.,88900000.0,"Oct 19, 2012",5000000.0,142817992.0,107800335.0,,,,
599,tt2109248,2014.0,"Action,Adventure,Sci-Fi",5.7,283486.0,Transformers: Age of Extinction,Par.,858600000.0,"Jun 27, 2014",210000000.0,1104039076.0,490839076.0,,,,
600,tt2119532,2016.0,"Biography,Drama,History",8.1,366904.0,Hacksaw Ridge,LGF,108100000.0,"Nov 4, 2016",40000000.0,168904682.0,134409615.0,,,,
601,tt2120120,2015.0,"Action,Comedy,Sci-Fi",5.6,119789.0,Pixels,Sony,166100000.0,"Jul 24, 2015",90000000.0,244041804.0,157465986.0,,,,
602,tt2125435,2012.0,"Adventure,Drama,Fantasy",7.3,77440.0,Beasts of the Southern Wild,FoxS,8300000.0,"Jun 27, 2012",1800000.0,23265132.0,25595746.0,,,,
603,tt2126355,2015.0,"Action,Adventure,Drama",6.1,192750.0,San Andreas,WB (NL),318800000.0,"May 29, 2015",110000000.0,456258539.0,310390832.0,,,,
604,tt2126357,2018.0,"Comedy,Drama,Romance",5.8,13109.0,Second Act,STX,33000000.0,"Dec 21, 2018",15700000.0,63288854.0,78582227.0,,,,
605,tt2140373,2013.0,"Biography,Comedy,Drama",7.5,140678.0,Saving Mr. Banks,BV,34600000.0,"Dec 13, 2013",35000000.0,114962525.0,166599761.0,,,,
606,tt2140479,2016.0,"Action,Crime,Drama",7.3,233022.0,The Accountant,WB,68900000.0,"Oct 14, 2016",40000000.0,152962083.0,172560045.0,,,,
607,tt2159988,2015.0,"Crime,Thriller",6.8,126.0,The Walk,TriS,51000000.0,"Sep 30, 2015",35000000.0,61492104.0,20261183.0,,,,
608,tt3488710,2015.0,"Adventure,Biography,Drama",7.3,109714.0,The Walk,TriS,51000000.0,"Sep 30, 2015",35000000.0,61492104.0,20261183.0,,,,
609,tt2170439,2014.0,"Comedy,Crime",6.3,144442.0,Horrible Bosses 2,WB,53200000.0,"Nov 26, 2014",40000000.0,105945357.0,108845357.0,,,,
610,tt2170593,2014.0,"Comedy,Drama",7.3,89372.0,St. Vincent,Wein.,10700000.0,"Oct 10, 2014",13000000.0,54837234.0,88237712.0,,,,
611,tt2172934,2014.0,"Action,Drama,Thriller",6.2,81681.0,3 Days to Kill,Rela.,21900000.0,"Feb 21, 2014",28000000.0,38959900.0,61397999.0,,,,
612,tt2172935,2013.0,Music,7.2,15592.0,Metallica Through the Never,PH,4600000.0,"Sep 27, 2013",18000000.0,9082906.0,6819967.0,,,,
613,tt2177771,2014.0,"Comedy,Drama,History",6.1,117638.0,The Monuments Men,Sony,77000000.0,"Feb 7, 2014",70000000.0,158702748.0,156031620.0,,,,
614,tt2179136,2014.0,"Action,Biography,Drama",7.3,401915.0,American Sniper,WB,197300000.0,"Dec 25, 2014",58000000.0,547326372.0,700226372.0,,,,
615,tt2180411,2014.0,"Adventure,Comedy,Drama",6.0,123577.0,Into the Woods,BV,85100000.0,"Dec 25, 2014",56200000.0,213116401.0,256002372.0,,,,
616,tt2183034,2014.0,"Adventure,Family,Sci-Fi",5.8,17627.0,Earth to Echo,Rela.,6400000.0,"Jul 2, 2014",13000000.0,42174545.0,77834842.0,,,,
617,tt2184339,2013.0,"Horror,Thriller",5.7,183549.0,The Purge,Uni.,24900000.0,"Jun 7, 2013",3000000.0,91266581.0,128973115.0,,,,
618,tt2191701,2013.0,Comedy,5.4,128500.0,Grown Ups 2,Sony,113300000.0,"Jul 12, 2013",80000000.0,247023808.0,267368524.0,,,,
619,tt2193215,2013.0,"Crime,Drama,Thriller",5.3,92096.0,The Counselor,Fox,54000000.0,"Oct 25, 2013",25000000.0,71009334.0,33973715.0,,,,
620,tt2194499,2013.0,"Comedy,Drama,Fantasy",7.8,263136.0,About Time,Uni.,71800000.0,"Nov 1, 2013",12000000.0,89309178.0,30623921.0,,,,
621,tt2199571,2015.0,"Action,Drama,Thriller",6.6,94131.0,Run All Night,WB,45200000.0,"Mar 13, 2015",50000000.0,66961644.0,52961644.0,,,,
622,tt2209418,2013.0,"Drama,Romance",7.9,123107.0,Before Midnight,SPC,3100000.0,"May 24, 2013",3000000.0,23251930.0,16210621.0,,,,
623,tt2209764,2014.0,"Action,Drama,Sci-Fi",6.3,204481.0,Transcendence,WB,80000000.0,"Apr 18, 2014",100000000.0,103039258.0,46022309.0,,,,
624,tt2215719,2012.0,"Documentary,Music",5.9,13034.0,Katy Perry: Part of Me,Par.,7400000.0,"Jul 5, 2012",12000000.0,32700439.0,50626071.0,,,,
625,tt2223990,2014.0,"Drama,Sport",6.8,48812.0,Draft Day,LG/S,620000.0,"Apr 11, 2014",25000000.0,29847480.0,57642237.0,,,,
626,tt2229499,2013.0,"Comedy,Drama,Romance",6.6,216350.0,Don Jon,Rela.,6000000.0,"Sep 27, 2013",5500000.0,41268579.0,48977704.0,,,,
627,tt2234155,2013.0,Comedy,6.3,179817.0,The Internship,Fox,48800000.0,"Jun 7, 2013",58000000.0,93672764.0,89372764.0,,,,
628,tt2239822,2017.0,"Action,Adventure,Fantasy",6.5,139792.0,Valerian and the City of a Thousand Planets,STX,184700000.0,"Jul 21, 2017",180000000.0,215098356.0,81679370.0,,,,
629,tt2239832,2014.0,"Comedy,Romance",5.8,18533.0,Think Like a Man Too,SGem,5000000.0,"Jun 20, 2014",24000000.0,70027933.0,130228687.0,,,,
630,tt2241351,2016.0,"Crime,Drama,Thriller",6.5,86607.0,Money Monster,TriS,52300000.0,"May 13, 2016",27000000.0,93466095.0,82012075.0,,,,
631,tt2243537,2013.0,"Comedy,Fantasy",5.1,40308.0,A Haunted House,ORF,20100000.0,"Jan 11, 2013",2500000.0,59922558.0,80041683.0,,,,
632,tt2245084,2014.0,"Action,Adventure,Animation",7.8,371204.0,Big Hero 6,BV,435300000.0,"Nov 7, 2014",165000000.0,652127828.0,445027828.0,,,,
633,tt2250912,2017.0,"Action,Adventure,Sci-Fi",7.5,426302.0,Spider-Man: Homecoming,Sony,546000000.0,"Jul 7, 2017",175000000.0,880166350.0,668401140.0,,,,
634,tt2267968,2016.0,"Action,Adventure,Animation",7.1,116166.0,Kung Fu Panda 3,Fox,377600000.0,"Jan 29, 2016",140000000.0,517599142.0,287028619.0,,,,
